cartodb_id,the_geom,type_walkway,type_vacant_lot,type_tree,type_tag_graffiti,type_stumble_stone,type_speech,type_song_sound,type_shrine,type_sculpture_statue,type_scholarship,type_protest,type_poem,type_plaque,type_performance,type_park,type_parade,type_obelisk,type_museum,type_mural,type_mosaic,type_meal,type_interactive,type_historical_marker,type_gateway,type_garden,type_digital_project,type_community_resource_center,type_closed_school,type_closed_factory,type_celebration,type_bridge,type_book,type_billboard,type_bench,type_archeological_site,type_arch,topic_youth,topic_women,topic_william_penn,topic_water,topic_war,topic_violence,topic_unity,topic_technology,topic_sustainability,topic_street_art,topic_sports,topic_social_justice,topic_slavery,topic_sexuality,topic_seniors,topic_rocky,topic_religion,topic_public_safety,topic_public_health,topic_pretzel,topic_peace,topic_outer_space,topic_neighborhoods,topic_music,topic_move,topic_monument_lab,topic_mass_incarceration,topic_love,topic_liberty_bell,topic_justice,topic_indigenous_peoples,topic_immigration,topic_hunger,topic_homelessness,topic_green_space_or_nature,topic_gentrification,topic_gender,topic_freedom,topic_food,topic_education,topic_division,topic_diversity,topic_dialogue,topic_community,topic_class_economic_inequality,topic_civic_engagement,topic_city_infrastructure_transportation,topic_cheese_steak,topic_celebration,topic_ben_franklin,topic_art_and_culture,topic_addiction,zip,type_vista,type_street,type_projection,type_playground,type_other_no_form,type_memorial,type_image,type_film,type_bikepath,transcript,topic_wawa,topic_race_ethnicity,topic_post_industrial,name,age,address,mlab_id,form_image_b
163,0101000020E6100000FB3E1C2444C752C0D0251C7A8BFF4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19122,,,,,1,,,,,Proverbs 3 Verse 5+6 trust  in the lord with all your Heart lean not in your own understanding and in all ways He will direct your path.,,,,Hope,44,"Corner of Kensington + Allegheny
",3,https://farm8.staticflickr.com/7670/17825774971_c87f013a37_b.jpg
164,0101000020E610000090F5D4EAABC752C01FF30181CE044440,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,19130,,,,,,,,,,"Raised beds for planting, urban farming, hardsurface for play or performances. Fountain?",,,,4 Squares of Brotherly Love,30,"Any Struggling Area: N. Philly, S. Philly, etc.
",30,https://farm8.staticflickr.com/7674/17635209698_03a8d0eaf1_b.jpg
165,0101000020E6100000000000A57DCA52C0D17879BDE5F94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,19343,,,,,1,,,,,"Honoring the People who come and came here from  ""4"" direction based on indigenous teaching from around the world w/ a Native Americans ""grounding"" and layered teachings by the ""First People."" [N - winter night / E - spring morning / S - summer noon / W - fall evening]",,1,,Medicine Wheel,70,City Hall Courtyard,300,https://farm8.staticflickr.com/7703/17501156334_3e74efe548_b.jpg
166,0101000020E6100000000000AA87CA52C0156E8A28F4F94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,10708,,,,,,,,,, ,,,,Brother Love,12, ,301,https://farm8.staticflickr.com/7674/18120266432_3b2160f6aa_b.jpg
167,0101000020E6100000C571E0D572C952C09A42E73576F94340,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,1,,19343,,,,,,,,,,"Eagle warns people when the peace is threatened.  White Pine planted by Haudenosaunee Chief Jake Swamp in Spring 1987 in Independence Park in honor of the 200th Anniversary of the US Constitution.  Explore the concept of a ""living symbol or monument"" that brings people together to nurture it or renew ""agreements."" [Buried weapons]  www.nativeamericanencyclopedia.com/tree-peace",,1,,Tree of Peace,70,4th and Chestnut,302,https://farm8.staticflickr.com/7770/18097260746_05331dffeb_b.jpg
168,0101000020E61000009607E92972CF52C0E2F4E45075F84340,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,,1,,19139,,,,,,,,,,[The building: Cobbs Creek Youth Center / computer lab / theater / tutoring / dance studio / art room / kitchen.] [The murals: my baby],,,,Cobbs Creek Youth Center (Remodel),16,"West Philadelphia Cobbs Creek Park
",303,https://farm6.staticflickr.com/5325/17671692618_2ea42a6a82_b.jpg
169,0101000020E6100000197618937ECB52C0CCFBEE0C09FF4340,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,19129,,,,,,,,1,,"Music center where artists can come and showcase their work. Workshops can be held ""summer concert series,"" movie premieres, movies that kids create, etc. [Summer concert series / stage / backstage / stairs/ (empty lot) / tent]",,,,Strawberry Mansion Music Center,16,"Strawberry Mansion 
",304,https://farm6.staticflickr.com/5330/17860010331_d05b0beb40_b.jpg
170,0101000020E61000006AA4A5F276CA52C0F67F0EF3E5F94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,19181,,,,,,,,,, ,,,,Painter's Touch,17,I'm not sure. Maybe some where close to City Hall,305,https://farm8.staticflickr.com/7700/17856594362_c4ca4f9721_b.jpg
171,0101000020E610000000000026BFCB52C02049F165ABFB4340,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,19114,,,,,,,,,,Pop up restaurant that changes each month. Open spring and summer [pop up restaurant],,,,Cycling Restaurant Pop-Up Restaurant,19,Riverfront ,306,https://farm9.staticflickr.com/8854/17239098803_d59bc97d49_b.jpg
172,0101000020E61000005D7D868178CF52C02A9F2F078BFA4340,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,19143,,,,,,,,,,"[The ""bq"" pit]",,,,"The ""Bq"" Pit",62,"60th and Irving St, 19143
",307,https://farm8.staticflickr.com/7727/17935848238_c37dcd43f0_b.jpg
173,0101000020E6100000000000977CCA52C0D252284900FA4340,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,1,,,,,,,,,21217,,,,,1,,,,,IDEA: Get to know someone different from you. A space where everyone's welcome.  Chalk floor - people write questions - 2 strangers face each other - answer question - get to know someone new - no longer strangers! [wall of shrubs and flowers / vanity lights / WELCOME! / ask ????]  ,,,,Questions In the Heart,34,City Hall,308,https://farm8.staticflickr.com/7728/18120266172_cae622ffc0_b.jpg
174,0101000020E6100000F645425B4ECB52C09E0546031DFA4340,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,19136,,,,,,,,,,[recycled wood bench / garden / corn hole ],,,,The Garden,,22nd & Market previously Goodwill,31,https://farm8.staticflickr.com/7771/17636146550_99acefcd48_b.jpg
175,0101000020E61000000000005681CA52C01C01C87FC8F94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,10028,,,,,1,,,,, ,,,,The Love Robot,8,Ritz Carlton,313,https://farm9.staticflickr.com/8863/18120265942_5c600b1151_b.jpg
176,0101000020E61000000000003872CA52C01B694835ECF94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,19138,,,,,,,,,,"A monument to the Native Americans and West Indians who built this country and were never acknowledged in history and the only way to truly heal this land we call America/  Or a woman because we all come through the womb to be here.  
",,1,,A Monument to the Native,34,City Hall,314,https://farm9.staticflickr.com/8842/17936026630_3b33de5cc7_b.jpg
177,0101000020E6100000E54505D22ECE52C0FE8B56A478FD4340,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,1,,1,1,,1,,,,,,,19121,,,,,1,,,,,"create monuments/statues/icons on a local community that show pride and identity, not just to attract tourists to another areas (besides Center City), but also to invite people from other neighborhoods to know more about heritage and history, especially the immigrant history. These monuments will be made for interaction, not just for contemplation, using eco-friendly materials produced by the community, giving them opportunites to build something together, avoiding selfishness and creating paticipation. The goal: locals to express their pride; ""we build this,"" and visitors to recognize sense of welcoming unexplored areas.",,,,Philly's Pride,31,All neighborhoods,315,https://farm8.staticflickr.com/7781/17937513619_ee33c659ed_b.jpg
178,0101000020E61000009E70021586CA52C08AC0605009FA4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,19131,,,,,1,,,,,Mom love,,,,Monument Lab,7, ,317,https://farm8.staticflickr.com/7687/17501147474_a2c91e5b91_b.jpg
179,0101000020E6100000BFF2203D45CA52C0C130AA5670F64340,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,1,1,,,1,,,,,,19148,,,,,,,,,,30 languages spoken and interpreters. This school will be better. we have to try to do something for Bok High School will be better. [help] [closed school] ,,,,Tr Bok,17,1901 S 9th Street Bok High School,318,https://farm8.staticflickr.com/7673/18097250956_5b97a4acb1_b.jpg
180,0101000020E6100000C7116BF129CA52C086E7A56263F64340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,, ,,,,,,,,,,"My arch home. My favorite is arch. sometime I want to see Arch home. I see a flag. It is Karen and English. Karen flag, white color.",,,,Arch,,730 Hoffman Street Philadelphia,319,https://farm8.staticflickr.com/7664/18123742015_f4f160f24d_b.jpg
181,0101000020E61000002A01310917CA52C058E2016553F64340,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,19148,,,,,,,,,,Many Karen people live in U.S. in different states. Myanmar has 9 states. Each state has different flag and differents languages. Most Karen people live in Karen state. This mural is representation for Karen people who live in Philadelphia. On the mural have Karen Flag. In Philadelphia it has many differents language and different cultures. Karen people was the nation who came from Myanmar. The Myanmar is also call Burma. [Karen Flag: sun / blue color / sun ray / Karen drum / red color / white color / buffalo horn] ,,,,Karen Mural Flag,17,1927 South 7 St. PA 19148,320,https://farm9.staticflickr.com/8785/17936015260_4bdd77873f_b.jpg
182,0101000020E61000000D39B69E21CA52C0973C9E961FF64340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,, ,,,,,,,,,,"Angkor Wat. KhmerPhila. Other titles: Cambodia forever. I love Cambodia. We are Cambodia. Let Start Cambodia. My life is Cambodia. I want to make Arch on 7th and Snyder St because I want to show this Arch to everybody that doesn't know Cambodia, and for everybody in Phila. ",,,,For KhmerPhila,,7 St and Snyder St,321,https://farm9.staticflickr.com/8876/17935838408_6b81462838_b.jpg
183,0101000020E6100000000000116CCA52C06DFF2E7AFFF94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,19104,,,,,,,,,, ,,,,Seeing isÉBronze,27,City Hall,33,https://farm8.staticflickr.com/7691/17820888002_e65302fa42_b.jpg
184,0101000020E61000000000006D79CA52C0D17879BDE5F94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,19067,,,,,,,,, ,Forefathers/mothers of the city like Rodin's Burgher of Calais but opposite sentiment. Same material (Bronze?) Candidates: William Penn / B. Franklin / Native American Residents,,,,Founders,,Middle of City Hall,34,https://farm9.staticflickr.com/8764/17637444899_d2229d4903_b.jpg
185,0101000020E6100000DB51F75C01C952C0BE8575E3DDF94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,, ,,,,,,,,,,Ben Franklin holding Love keychain (sign),,,,Love Key Chain,,Old City,341,https://farm9.staticflickr.com/8864/17936014550_91937ba61b_b.jpg
186,0101000020E61000000000006706CB52C0C104B2F5A1F94340,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,"
92691",,,,,,,,,,This would be a monument built out of urban decay. Ideally house material that would be sent to the scrap yard (ex. walls with insulation and other goodies) and demolished to bits would be saved. A mix of walls (stone/wood/etc) with their interiors intact would be transported to Rittenhouse and have random sections cut out. You'd be able to see the inside of the wall in 3D in comparison to the exterior. ,,,1,Walls (not) inside our heads,18,Anywhere with urban decay/houses about to be torn down. I guess Rittenhouse Square would work,35,https://farm6.staticflickr.com/5335/17823683155_7fea8d4634_b.jpg
187,0101000020E6100000D1D7E209F3CB52C0EF586C938A064440,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,1,,,,,,1,,19119,,,,,,,,,,"House where Charles Darrow - a n'er-do-well heating oil salesman - lived in 1933. He met his wife's Quaker school chum in Germantown neighborhood. This man taught Darrow a Quaker folk game, Monopoly. Darrow copywrited it as his own invention and made millions. [Where capitalism killed brotherly love]",,,,Where Charles Darrow Stole Monopoly,51,40 Westview Ave,353,https://farm8.staticflickr.com/7744/18233339961_b45011d382_b.jpg
188,0101000020E6100000FFFFFF3816CB52C0B28E53880CFE4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,19145,,,,,1,,,,,Love for All,,,,For the People of 24th St Ringgold and Taylor St,61, ,354,https://farm8.staticflickr.com/7746/18044241478_15cc795903_b.jpg
189,0101000020E61000006D3404F024C952C04C7D8B146BFE4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,19134,,,,,1,,,,,Clean up North Philly Clean & Happy!!,,,,Clean and Happy,40,North Philadelphia,355,https://farm9.staticflickr.com/8854/18097255376_625eec7acf_b.jpg
190,0101000020E6100000000080FD68CA52C08206DE60E9F94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,1,,19118,,,,,,,,,,"A statue of my favrite parts of the city [Love park, love]",,,,Center City Parks and City,11,City hall,361,https://farm9.staticflickr.com/8864/18205603946_6deb42f896_b.jpg
191,0101000020E6100000000000E28BCA52C0257BFA9AE5F94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10065,,,,,1,,,,, ,,,,Comet,3, ,363,https://farm9.staticflickr.com/8891/18120256842_daa7c63c85_b.jpg
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,19123,,,,,,,,,,"George Smith and Lew Blum make towing signs available to artists all over the city to redesign each and every instance of a ""No Parking"" sign as a unique work of art. Artists must convey that this is a no parking zone but are asked to make the message kinder and gentler, or if not exactly kinder and gentler, confrontational in a creative and/or entertaining way. This is a monument to countless unseen daily acts of adventures in urban parking, and civil -- and uncivil -- small negotiations that form part of the fabric of our social life. Landlords and towing companies are well-compensated with good will. The city is covered in art and kindness.",,,,No Barking,45,everywhere,,
193,0101000020E610000034A20FF1EACA52C046B1DCD26AFA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,19101,,,,,,,,,,"Autism, Multiple sclerosis, cancer, down syndrome, aspergers, ADD, Bi-Polar, Schizophrenia",,,,"The Sierra Rose ""Special Needs"" Community Monument",65,The Parkway Logan Square,366,https://farm9.staticflickr.com/8789/18044240068_c05d05ea7f_b.jpg
194,0101000020E6100000FFFFFF697CCA52C0F54D9945F2F94340,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,19119,,,,,1,1,1,,,"Have a box with clippings, photos, memorabilia from MOVE, buried and publicized. This incident is history, to be learned from and not forgotten.",,1,,MOVE,59,City Hall Courtyard,367,https://farm8.staticflickr.com/7753/17609452494_cbca02140e_b.jpg
195,0101000020E61000009DABF765FAC852C01F45420015F94340,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19118,,,,,,,,,, ,,,,Molamold,7,Seaport Musem,368,https://farm9.staticflickr.com/8815/18044240138_87f2036093_b.jpg
196,0101000020E6100000EA2DD450D9C952C0BEAE152301FF4340,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,19123,,,,,,,,,,"Cornbread(...) ""cornbread was here"" in temp/removable cut out installed over mural arts (former anti-graf. network) for length of project. comemorate street art philly history/obscure PMP whitewashing",,,,"""Cornbread was here""",26,On top of available Mural Arts walls,37,https://farm9.staticflickr.com/8840/17636712928_07346c8cfe_b.jpg
197,0101000020E61000004F4244C513CA52C007D38B35B7F94340,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,19146,,,,,,,,,,All Lives Matter,,,,Unity Love and Peace or Unity Park,16,Center City,370,https://farm9.staticflickr.com/8876/18387555261_8a33142b5c_b.jpg
198,0101000020E610000000000044D1C852C0511019B7A8FA4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,, ,,,,,1,,,,,"An androgynous human walks through a brass hallway twice the size of the average grown person. The hallway is made of mirrors with no reflection and windows that are dark. At the end is a table on which sits other androgynous humans, a loaf of bread, and a pitcher. They are gazing toward the figure, one of them is reaching out to welcome it to the table, but though it is walking toward them, it is gazing in distress at the windows and the mirrors, and it does not yet see this destination materials (brass, marble) are variable. People should be able to make the journey with this figure, walk through the monument. There should be tables at the end, normal ones, where people can sit. Lastly, one place in the hallway should open out onto the water.",,,,The Present,19,"Somewhere along the Delaware, but right at the water",371,https://farm8.staticflickr.com/7783/18097256536_ee57063311_b.jpg
199,0101000020E61000000000004D8ACA52C04F27C126EDF94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,Stop Killing Our Children,,,,Mom Baxter,,Philadelphia,372,https://farm9.staticflickr.com/8779/17609452904_6d9112534f_b.jpg
200,0101000020E6100000000000E588CA52C0AA5B5F8CF9F94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,19140,,,,,1,,,,,Quaker City,,,,Billy Penn,60,City hall,373,https://farm9.staticflickr.com/8845/18232082455_828ab1da32_b.jpg
201,0101000020E6100000000000C689CA52C019A9731C62FA4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,Human Rights,,,,Human Rights,, ,377,https://farm8.staticflickr.com/7790/18232082575_de351ebbaf_b.jpg
202,0101000020E61000000000009823C852C08BA99BBE98FF4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,"Love, Respect",,,,"Peace, Love - Respect",,North Philly,378,https://farm8.staticflickr.com/7764/17611475743_e2f783711e_b.jpg
203,0101000020E6100000C73C3C951DCA52C052B81E85EBF94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,19010,,,,,, , ,,,"The monument would be of a drummer, to represent the street performers that are the fabric and heartbeart of the city. The city is a complex, diverse, beating heart and a drummer represents both that complexity and rhythm, as well as the complexity and beauty of the people of Philadelphia.",,,,The Heartbeat,24,Anywhere,38,https://farm6.staticflickr.com/5329/17636778739_45857c58ef_b.jpg
204,0101000020E6100000000000DDC7CF52C0861C57174DFA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,1,,,1,,,,,,,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,19143,,,,,,,1,,,"Pictures of children, adults, elders, enjoying each in love. Dedication to those involved in Move tragedy of May 13, 1985.",,1,,On the Move,27,62nd and Osage Ave,381,https://farm9.staticflickr.com/8890/18044339420_0a0af51f63_b.jpg
205,0101000020E6100000FFFFFF8F84C952C050F672E17AF94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,19104,,,,,,,,,, ,,,,Oblivion ,19,Independence Hall,382,https://farm8.staticflickr.com/7738/18045848259_29540dc8ea_b.jpg
206,0101000020E610000000000048CCC952C0DD6574062AF94340,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,19104,,,,,,,,,,"Inspired by the cracks in the Liberty Bell, this monument could be a 3D representation of both literal and figurative ""cracks"" - in history, society, current times, or in human knowledge. In particular, the monument should highlight unanswered questions about how the world works and questions research has not yet solved. People should be informed about things in need of discovery, other than cures for cancer and the common cold. When people study, they conventionally focus on what is known rather than what's not known. While ""we don't know what we don't know"" might be true, learning abut areas with less expertise or information could be even more important than learning about what do. At the end of their visit, people could write their own ideas for ""cracks"".",,,,Liberty's Cracks,19,Anywhere in Philadelphia,384,https://farm8.staticflickr.com/7798/18044237978_a471568382_b.jpg
207,0101000020E61000008BD58B4663CA52C0AFFC43447BF74340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,19104,,,,,1,,,,,"Monument formed by a collection of real time capsules (historical and present, continually added to) arranged in historical order along on 3D timeline. For example, older time capsules (which would have to be obtained) might contain a Bible or a diary but present- time capsules might contain an iPhone or anything else relevant to someone's life. Ideally the monument could illuminate similarities, and differences in, people's values, prized possessions, and activities across time. It could offer descriptions of some of the objects and even could be a living monument- the public could add one of thier possessions to an open box. ",,,,3D Timeline W/ Representative Objects,19,A residential area of Philadelphia,385,https://farm8.staticflickr.com/7740/17611472593_7661f27287_b.jpg
